"Module","Phase","Function","File","Line"
"PlayerUI","Ranking_DebugPrintState","PlayerUI_Ranking_DebugPrintState","playerui/playerui_ranking.scar","1597"
"PlayerUI","Ranking_DebugSetScore","PlayerUI_Ranking_DebugSetScore","playerui/playerui_ranking.scar","1648"
"PlayerUI","Ranking_DebugTestPredictions","PlayerUI_Ranking_DebugTestPredictions","playerui/playerui_ranking.scar","1871"
"PlayerUI","Ranking_Init","PlayerUI_Ranking_Init","playerui/playerui_ranking.scar","96"
"PlayerUI","Ranking_Reset","PlayerUI_Ranking_Reset","playerui/playerui_ranking.scar","1104"
"PlayerUI","Ranking_Update","PlayerUI_Ranking_Update","playerui/playerui_ranking.scar","169"
"PlayerUI","ReconstructCrossedThresholds","PlayerUI_ReconstructCrossedThresholds","playerui/playerui_updateui.scar","1507"
"PlayerUI","ResetEliminationPresentationState","PlayerUI_ResetEliminationPresentationState","playerui/playerui_updateui.scar","18"
"PlayerUI","RewardPlayback_AdvanceQueue","PlayerUI_RewardPlayback_AdvanceQueue","playerui/playerui_updateui.scar","1733"
"PlayerUI","SetObjectivesVisible","PlayerUI_SetObjectivesVisible","playerui/playerui_updateui.scar","1789"
"PlayerUI","SplitByIsMilitary","PlayerUI_SplitByIsMilitary","playerui/playerui_updateui.scar","1166"
"PlayerUI","SwapResourceWithIncomePerMinute","PlayerUI_SwapResourceWithIncomePerMinute","playerui/playerui_updateui.scar","1971"
"PlayerUI","Toggle","PlayerUI_Toggle","playerui/playerui_updateui.scar","1900"
"PlayerUI","Toggle_TrySetObjectivesVisible","PlayerUI_Toggle_TrySetObjectivesVisible","playerui/playerui_updateui.scar","1849"
"PlayerUI","Toggle_TrySetProperty","PlayerUI_Toggle_TrySetProperty","playerui/playerui_updateui.scar","1840"
"PlayerUI","ToggleTrace","PlayerUI_ToggleTrace","playerui/playerui_updateui.scar","1858"
"PlayerUI","TrySetObjectiveVisible","PlayerUI_TrySetObjectiveVisible","playerui/playerui_updateui.scar","1778"
"PlayerUI","UpdateCivSpecifics","PlayerUI_UpdateCivSpecifics","playerui/playerui_updateui.scar","1057"
"PlayerUI","UpdateDataContext","PlayerUI_UpdateDataContext","playerui/playerui_updateui.scar","629"
"PlayerUI","UpdateEliminationPresentationForIndex","PlayerUI_UpdateEliminationPresentationForIndex","playerui/playerui_updateui.scar","351"
"PlayerUI","UpdateIsUpping","PlayerUI_UpdateIsUpping","playerui/playerui_updateui.scar","1048"
"PlayerUI","UpdateLimits","PlayerUI_UpdateLimits","playerui/playerui_updateui.scar","1237"
"PlayerUI","UpdatePopulationComposition","PlayerUI_UpdatePopulationComposition","playerui/playerui_updateui.scar","1020"
"PlayerUI","UpdateRelics","PlayerUI_UpdateRelics","playerui/playerui_updateui.scar","1040"
"PlayerUI","UpdateResources","PlayerUI_UpdateResources","playerui/playerui_updateui.scar","950"
"PlayerUI","UpdateRewardProgress","PlayerUI_UpdateRewardProgress","playerui/playerui_updateui.scar","1587"
"PlayerUI","UpdateTeamSummaries","PlayerUI_UpdateTeamSummaries","playerui/playerui_updateui.scar","892"
"PlayerUI","UpdateUnitsAndQueuedStuff","PlayerUI_UpdateUnitsAndQueuedStuff","playerui/playerui_updateui.scar","1186"
"Wonder","AddObjective1","Wonder_AddObjective1","wonder.scar","744"
"Wonder","AddObjective2","Wonder_AddObjective2","wonder.scar","767"
"Wonder","CheckVictory","Wonder_CheckVictory","wonder.scar","702"
"Wonder","CreateEventCue","Wonder_CreateEventCue","wonder.scar","838"
"Wonder","DiplomacyEnabled","Wonder_DiplomacyEnabled","wonder.scar","96"
"Wonder","LoserPresentation","Wonder_LoserPresentation","wonder.scar","892"
"Wonder","OnConstructionComplete","Wonder_OnConstructionComplete","wonder.scar","254"
"Wonder","OnConstructionStart","Wonder_OnConstructionStart","wonder.scar","200"
"Wonder","OnDamageReceived","Wonder_OnDamageReceived","wonder.scar","449"
"Wonder","OnEntityKilled","Wonder_OnEntityKilled","wonder.scar","275"
"Wonder","OnGameOver","Wonder_OnGameOver","wonder.scar","179"
"Wonder","OnInit","Wonder_OnInit","wonder.scar","102"
"Wonder","OnLocalPlayerChanged","Wonder_OnLocalPlayerChanged","wonder.scar","520"
"Wonder","OnPlayerDefeated","Wonder_OnPlayerDefeated","wonder.scar","166"
"Wonder","RemoveObjective2","Wonder_RemoveObjective2","wonder.scar","796"
"Wonder","RemoveObjectives","Wonder_RemoveObjectives","wonder.scar","826"
"Wonder","Start","Wonder_Start","wonder.scar","122"
"Wonder","Update","Wonder_Update","wonder.scar","531"
"Wonder","UpdatePlayerStats","Wonder_UpdatePlayerStats","wonder.scar","148"
"Wonder","UpdatePlayerStats","Wonder_UpdatePlayerStats","specials/ags_utilities.scar","114"
"Wonder","WinnerPresentation","Wonder_WinnerPresentation","wonder.scar","856"
